,index,open_time,close,y_pred,open,qty,balance,buy,sell,strategy_signal,portfolio_value
961,961,2024-06-29 21:00:00+03:00,0.07434,0,0.07467,10795.409735408777,0.0,,,0,802.5307597302885
962,962,2024-06-29 23:00:00+03:00,0.07393,0,0.07433,10795.409735408777,0.0,,,0,798.1046417387709
963,963,2024-06-30 01:00:00+03:00,0.07339,0,0.07394,10795.409735408777,0.0,,,0,792.2751204816501
964,964,2024-06-30 03:00:00+03:00,0.07282,0,0.0734,10795.409735408777,0.0,,,0,786.1217369324671
965,965,2024-06-30 05:00:00+03:00,0.07263,0,0.07283,0.0,797.0974640825461,,2.0,0,797.0974640825461
966,966,2024-06-30 07:00:00+03:00,0.07224,0,0.07263,0.0,797.0974640825461,,,0,797.0974640825461
967,967,2024-06-30 09:00:00+03:00,0.07413,1,0.07223,10928.391757253472,0.0,-2.0,,1,810.1216809651999
968,968,2024-06-30 11:00:00+03:00,0.07419,0,0.07413,10928.391757253472,0.0,,,0,810.7773844706352
969,969,2024-06-30 13:00:00+03:00,0.07399,0,0.07418,10928.391757253472,0.0,,,0,808.5917061191844
970,970,2024-06-30 15:00:00+03:00,0.07382,1,0.074,10928.391757253472,0.0,,,1,806.7338795204513
971,971,2024-06-30 17:00:00+03:00,0.07419,0,0.07383,10928.391757253472,0.0,,,0,810.7773844706352
972,972,2024-06-30 19:00:00+03:00,0.07433,0,0.0742,10928.391757253472,0.0,,,0,812.3073593166505
973,973,2024-06-30 21:00:00+03:00,0.0748,1,0.07432,10928.391757253472,0.0,,,1,817.4437034425598
974,974,2024-06-30 23:00:00+03:00,0.07417,0,0.0748,10928.391757253472,0.0,,,0,810.55881663549
975,975,2024-07-01 01:00:00+03:00,0.0758,1,0.07417,10928.391757253472,0.0,,,1,828.3720951998132
976,976,2024-07-01 03:00:00+03:00,0.07682,1,0.0758,10928.391757253472,0.0,,,1,839.5190547922117
977,977,2024-07-01 05:00:00+03:00,0.07661,0,0.07683,10928.391757253472,0.0,,,0,837.2240925231885
978,978,2024-07-01 07:00:00+03:00,0.07645,0,0.07661,0.0,833.1815517688835,,2.0,0,833.1815517688835
979,979,2024-07-01 09:00:00+03:00,0.07662,0,0.07644,0.0,833.1815517688835,,,0,833.1815517688835
980,980,2024-07-01 11:00:00+03:00,0.07618,0,0.07662,0.0,833.1815517688835,,,0,833.1815517688835
981,981,2024-07-01 13:00:00+03:00,0.07515,0,0.07618,0.0,833.1815517688835,,,0,833.1815517688835
982,982,2024-07-01 15:00:00+03:00,0.07475,0,0.07515,0.0,833.1815517688835,,,0,833.1815517688835
983,983,2024-07-01 17:00:00+03:00,0.07453,0,0.07476,0.0,833.1815517688835,,,0,833.1815517688835
984,984,2024-07-01 19:00:00+03:00,0.07588,1,0.07454,11087.480413671314,0.0,-2.0,,1,841.3180137893793
985,985,2024-07-01 21:00:00+03:00,0.07612,0,0.07591,11087.480413671314,0.0,,,0,843.9790090886603
986,986,2024-07-01 23:00:00+03:00,0.0757,0,0.07613,11087.480413671314,0.0,,,0,839.3222673149185
987,987,2024-07-02 01:00:00+03:00,0.07481,0,0.0757,11087.480413671314,0.0,,,0,829.454409746751
988,988,2024-07-02 03:00:00+03:00,0.07477,1,0.07481,11087.480413671314,0.0,,,1,829.0109105302041
989,989,2024-07-02 05:00:00+03:00,0.07531,1,0.07476,11087.480413671314,0.0,,,1,834.9981499535867
990,990,2024-07-02 07:00:00+03:00,0.07605,0,0.07532,11087.480413671314,0.0,,,0,843.2028854597035
991,991,2024-07-02 09:00:00+03:00,0.07504,0,0.07606,11087.480413671314,0.0,,,0,832.0045302418953
992,992,2024-07-02 11:00:00+03:00,0.07496,1,0.07504,11087.480413671314,0.0,,,1,831.1175318088017
993,993,2024-07-02 13:00:00+03:00,0.07478,1,0.07495,11087.480413671314,0.0,,,1,829.1217853343409
994,994,2024-07-02 15:00:00+03:00,0.07526,1,0.0748,11087.480413671314,0.0,,,1,834.443775932903
995,995,2024-07-02 17:00:00+03:00,0.07457,0,0.07528,11087.480413671314,0.0,,,0,826.7934144474698
996,996,2024-07-02 19:00:00+03:00,0.07442,0,0.07457,11087.480413671314,0.0,,,0,825.1302923854191
997,997,2024-07-02 21:00:00+03:00,0.07596,1,0.07442,11087.480413671314,0.0,,,1,842.205012222473
998,998,2024-07-02 23:00:00+03:00,0.07573,0,0.07597,11087.480413671314,0.0,,,0,839.6548917273286
999,999,2024-07-03 01:00:00+03:00,0.0761,0,0.07574,11087.480413671314,0.0,,,0,843.757259480387
1000,1000,2024-07-03 03:00:00+03:00,0.07525,0,0.0761,11087.480413671314,0.0,,,0,834.3329011287664
1001,1001,2024-07-03 05:00:00+03:00,0.07373,0,0.07525,11087.480413671314,0.0,,,0,817.479930899986
1002,1002,2024-07-03 07:00:00+03:00,0.07362,1,0.07373,11087.480413671314,0.0,,,1,816.2603080544822
